"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Beta","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","deferredLongTermLiab","minorityInterest","X.ticker."
"54","AMGN",-4.48560891713182,1.41429208899088,0.360982753010088,15.949694,0,-52.3050483721759,0.716089303814544,"Amgen Inc.","2023-05-08 16:00:04",125363798016,14.71,23.440903,534327008,"USD","2022-12-31",7629000000,1676000000,6392000000,4930000000,355000000,22186000000,3162000000,6006000000,2158000000,65121000000,1572000000,1591000000,2880000000,37354000000,7880000000,15687000000,61460000000,32514000000,-28622000000,-231000000,-231000000,3661000000,-27948000000,15529000000,16080000000,NA,NA,NA,NA,"AMGN"
"55","LOW",-8.18445209792844,1.09896981190098,0.369932024429799,20.063913,204.01,-24.9314181425279,1.0438209978025,"Lowe's Companies, Inc.","2023-05-08 16:03:24",121686433792,10.17,-8.603534,596355968,"USD","2023-02-03",1348000000,384000000,NA,18532000000,927000000,21442000000,NA,21085000000,567000000,43708000000,10524000000,499000000,4974000000,32487000000,1975000000,19511000000,57962000000,301000000,-14862000000,307000000,307000000,-14254000000,-14868000000,311000000,303000000,250000000,NA,NA,NA,"LOW"
"56","SBUX",-10.1152382545694,0.766920168709981,0.191364638970911,34.795456,0,-10.5949057920447,1.03668562449008,"Starbucks Corporation","2023-05-08 16:00:04",122859683840,3.08,-14.129202,1146400000,"USD","2022-10-02",2818400000,364500000,1272600000,2176600000,75100000,7018700000,590300000,14576100000,2353900000,27978400000,1441400000,1761000000,3255500000,13153900000,6856200000,9151800000,36677100000,1100000,-8449800000,-463200000,-463200000,-8706600000,-12146000000,3283500000,155900000,1799700000,205300000,NA,7900000,"SBUX"
"57","UNP",10.6613972251181,0.715942028985507,0.0741658221671734,17.67816,200.57,18.7536398528565,1.01271330060909,"Union Pacific Corporation","2023-05-08 16:00:01",121902415872,11.31,9.791381,609694976,"USD","2022-12-31",973000000,46000000,1891000000,741000000,301000000,3952000000,2375000000,56981000000,1412000000,65449000000,784000000,1611000000,1059000000,31481000000,14818000000,5520000000,53286000000,2782000000,58887000000,-54586000000,-582000000,12163000000,11434000000,NA,729000000,NA,5080000000,NA,NA,"UNP"
"58","COP",2.5434880933275,1.45940686541605,0.409134552437481,8.03344,100.74,39.6699326732246,1.15311783102581,"ConocoPhillips","2023-05-08 16:00:02",122095058944,12.56,2.5724702,1210060032,"USD","2022-12-31",6458000000,2785000000,7088000000,1219000000,1795000000,18749000000,8083000000,65402000000,1595000000,93829000000,6163000000,133000000,5154000000,15190000000,16363000000,12847000000,45826000000,21000000,53029000000,-66189000000,-6000000000,48003000000,48003000000,NA,NA,NA,61142000000,NA,NA,"COP"
"59","T",-1.22657479151851,0.589393480853791,0.111701912306509,-1,17.16,-13.9657290975773,0.727864219227605,"AT&T Inc.","2023-05-08 16:03:08",122462453760,-1.18,1.2313889,7149000192,"USD","2022-12-31",3701000000,38000000,15685000000,3123000000,5375000000,33108000000,4627000000,149259000000,18518000000,402853000000,31101000000,6561000000,9400000000,132923000000,86584000000,56173000000,296396000000,7621000000,-19415000000,-14316000000,2766000000,97500000000,-99841000000,67895000000,129446000000,NA,123610000000,8119000000,8957000000,"T"
"60","QCOM",21.4578229357994,1.74650261250632,0.668494564691462,11.546908,0,5.0475763016158,1.08672177364121,"QUALCOMM Incorporated","2023-05-08 16:00:04",120657338368,9.38,6.7403073,1114000000,"USD","2022-09-25",2773000000,3609000000,5643000000,6341000000,2358000000,20724000000,1294000000,5799000000,8807000000,49014000000,3796000000,1446000000,2656000000,13537000000,5025000000,11866000000,31001000000,195000000,17840000000,-22000000,-22000000,18013000000,5623000000,10508000000,1882000000,1803000000,NA,NA,NA,"QCOM"
"61","INTU",-27.493636466483,1.39035812672176,0.446914017532985,62.228863,0,-15.5268663550001,1.05398030777344,"Intuit Inc.","2023-05-08 16:00:04",119762280448,6.86,7.5630717,280545984,"USD","2022-07-31",2796000000,485000000,1048000000,NA,431000000,5047000000,98000000,1437000000,355000000,27734000000,737000000,499000000,1530000000,6415000000,706000000,3630000000,11293000000,3000000,13581000000,-14865000000,-60000000,16441000000,-4356000000,13736000000,7061000000,11000000,17722000000,NA,NA,"INTU"
"62","MDT",-33.8382919616469,1.86049701468452,0.602707859588594,29.667765,90.17,-2.66532379646304,0.762853871780574,"Medtronic plc.","2023-05-08 16:00:01",119990583296,3.04,2.33248,1330419968,"USD","2022-04-29",3714000000,6859000000,5551000000,4616000000,2319000000,23059000000,914000000,6267000000,4644000000,90981000000,2276000000,3724000000,1156000000,20316000000,4790000000,12394000000,38259000000,NA,30250000000,-2265000000,-2265000000,52551000000,-3546000000,40502000000,15595000000,3403000000,24566000000,NA,171000000,"MDT"
"63","PLD",2.29445189572227,0.952269831897283,0.0637373101569852,39.679127,127.62,55.5121703324158,1.50572066106123,"Prologis, Inc.","2023-05-08 16:03:25",117621866496,3.21,2.2272155,923465984,"USD","2022-12-31",278483000,NA,637850000,NA,997976000,1914309000,9698898000,73442638000,931870000,87897448000,1711885000,NA,11218000,23875961000,3571385000,2010259000,30034355000,9231000,NA,-901304000,-901304000,53173334000,51263601000,NA,1909733000,5732000,54065407000,650127000,4625811000,"PLD"
"64","SPGI",-6.89219341688846,0.944657442907151,0.257123411978221,43.209244,359.84,-51.5336658354115,1.146846177827,"S&P Global Inc.","2023-05-08 16:00:02",113941741568,8.22,3.1410453,320800000,"USD","2022-12-31",1286000000,14000000,2494000000,NA,1307000000,5667000000,1897000000,720000000,580000000,61784000000,450000000,NA,4452000000,10730000000,4734000000,5999000000,22040000000,415000000,17784000000,-26233000000,-886000000,36388000000,-16532000000,34545000000,18375000000,81000000,44422000000,NA,3356000000,"SPGI"
"65","CAT",11.290435733279,1.38863340839174,0.662886816447647,15.886833,214.99,19.0240658480652,1.13990105003369,"Caterpillar, Inc.","2023-05-08 16:00:02",110905950208,13.52,6.109104,516345984,"USD","2022-12-31",6042000000,NA,8584000000,16270000000,NA,43785000000,3164000000,8750000000,4004000000,81943000000,8689000000,120000000,5019000000,9442000000,8379000000,31531000000,66052000000,6560000000,43514000000,-34205000000,-2457000000,15869000000,9823000000,5288000000,758000000,2047000000,NA,NA,22000000,"CAT"
"66","IBM",-2.47964673880812,0.924234248531979,0.276729201117637,55.089287,123.5,-49.7651552490474,0.785761810800773,"International Business Machines","2023-05-08 16:00:02",112052756480,2.24,5.1866174,908044992,"USD","2022-12-31",7886000000,852000000,7682000000,1552000000,1480000000,29118000000,1610000000,8212000000,15364000000,127243000000,4051000000,4677000000,14774000000,46025000000,25338000000,31505000000,105222000000,58343000000,149825000000,-186224000000,-16740000000,21944000000,-45189000000,55949000000,11184000000,6256000000,NA,866000000,77000000,"IBM"
"67","BA",-4.52060592404099,1.21621951761205,0.716079974893428,-1,197.45,-43.6357422084859,1.16507724959622,"Boeing Company (The)","2023-05-08 16:00:01",118670426112,-6.84,-7.648108,601593984,"USD","2022-12-31",14614000000,2606000000,11171000000,78151000000,2827000000,109523000000,983000000,12001000000,2775000000,137100000000,10200000000,4925000000,62382000000,50470000000,9780000000,90052000000,152948000000,5061000000,29473000000,-60364000000,-9550000000,-15883000000,-26251000000,8057000000,2311000000,63000000,9947000000,NA,35000000,"BA"
"68","ELV",68.5370315177129,1.40107315598549,0.837883033535207,18.044607,477.81,6.78742575593953,0.858928430758502,"Elevance Health, Inc.","2023-05-08 16:00:01",110276083712,25.78,2.9527624,237056000,"USD","2022-12-31",7387000000,26905000000,16239000000,NA,5086000000,55617000000,5685000000,4920000000,1852000000,102772000000,27136000000,1500000000,10608000000,22349000000,3582000000,39696000000,66378000000,2000000,29724000000,-2503000000,-2503000000,36307000000,1609000000,24383000000,10315000000,137000000,9084000000,NA,87000000,"ELV"
"69","MS",2.10079391951848,1.92916397081513,0.898098239110287,14.48199,84.8,40.1922155688623,1.7789802088602,"Morgan Stanley","2023-05-08 16:03:03",141007388672,5.83,1.5478678,1670000000,"USD","2022-12-31",128127000000,247281000000,275099000000,NA,139199000000,969048000000,161858000000,4073000000,20982000000,1180231000000,216134000000,25097000000,139174000000,216427000000,356227000000,502315000000,1079000000000,20000000,94862000000,-32830000000,-6253000000,91391000000,67121000000,16652000000,7618000000,NA,29339000000,NA,1090000000,"MS"
"70","GS",1.10646561560809,1.7271465290784,0.968872950185089,11.62371,327,295.092766387525,1.32828108745461,"Goldman Sachs Group, Inc. (The)","2023-05-08 16:00:02",108547596288,28.09,1.0646429,332448000,"USD","2022-12-31",241825000000,414158000000,325237000000,NA,40428000000,1282750000000,131422000000,19244000000,NA,1441799000000,262045000000,38635000000,200735000000,254245000000,325188000000,742699000000,1323961000000,9000000,139372000000,-91945000000,2686000000,106486000000,98103000000,6374000000,2009000000,NA,59050000000,NA,649000000,"GS"
"71","GE",37.4637564862104,1.16308146171001,0.440954422592972,13.92,100.93,2.69380358477036,1.13089709504396,"General Electric Company","2023-05-08 16:00:02",110031052800,7.25,3.472337,1090279936,"USD","2022-12-31",14162000000,7609000000,20810000000,17403000000,5855000000,66234000000,44602000000,14478000000,29051000000,187788000000,18644000000,3634000000,27550000000,28593000000,28926000000,56947000000,150206000000,15000000,84693000000,-48348000000,32861000000,36360000000,2937000000,25798000000,7625000000,11705000000,NA,2563000000,1216000000,"GE"
"72","ISRG",9.97802778909392,4.39701849377681,3.35929945202536,82.81147,0,30.3757427667627,1.12873333939224,"Intuitive Surgical, Inc.","2023-05-08 16:00:04",106202136576,3.66,9.467421,350398016,"USD","2022-12-31",1581200000,2541000000,1073300000,893200000,NA,6253000000,2682700000,2456400000,1183600000,12974000000,147000000,NA,574500000,NA,369700000,1422100000,1861400000,400000,3500100000,-162500000,-162500000,11041900000,10643600000,348500000,49800000,664600000,7703900000,72300000,70700000,"ISRG"
"73","MDLZ",-6.53524009584076,0.603131910824218,0.228091589249791,27.21603,0,-11.9521240894621,0.65406954078072,"Mondelez International, Inc.","2023-05-08 16:00:04",106374103040,2.87,3.7696056,1361849984,"USD","2022-12-31",1923000000,NA,3907000000,3381000000,880000000,10091000000,4879000000,9680000000,3351000000,71161000000,7562000000,288000000,2956000000,20053000000,6745000000,16731000000,44241000000,NA,31481000000,-36741000000,-10947000000,26883000000,-16277000000,23450000000,19710000000,473000000,32143000000,NA,37000000,"MDLZ"
"74","LMT",-23.4623652526574,1.32126896204444,0.48129041133581,20.667278,452.96,-19.2205683907113,0.680019220906906,"Lockheed Martin Corporation","2023-05-08 16:04:16",114777890816,21.82,11.874867,254519008,"USD","2022-12-31",2547000000,NA,14823000000,3088000000,533000000,20991000000,685000000,9075000000,7971000000,52880000000,2117000000,NA,10368000000,15429000000,11408000000,15887000000,43614000000,254000000,16943000000,-8023000000,-8023000000,9266000000,-4892000000,10780000000,3378000000,3744000000,92000000,NA,NA,"LMT"
"75","DE",7.51928181621622,2.01105777993803,0.950152856917314,14.135688,380.9,50.569990784079,1.13386547594193,"Deere & Company","2023-05-08 16:00:02",112676438016,26.9,5.2820573,296321984,"USD","2022-10-30",3767000000,61000000,8949000000,8495000000,241000000,66200000000,117000000,6355000000,5458000000,90030000000,4119000000,NA,3828000000,7887000000,2952000000,32918000000,69673000000,5165000000,42247000000,-27150000000,-3056000000,20262000000,14985000000,3687000000,1590000000,824000000,NA,383000000,95000000,"DE"
"76","BKNG",-52.8353821272923,1.86429077177248,0.699676690730325,35.548416,0,-49.9564834300219,1.09290906346253,"Booking Holdings Inc. Common St","2023-05-08 16:00:04",97956798464,74.25,35.923374,37112300,"USD","2022-12-31",12221000000,175000000,2229000000,NA,696000000,15798000000,2789000000,1314000000,824000000,25361000000,2507000000,500000000,3214000000,11985000000,1568000000,8474000000,22579000000,NA,27541000000,-31250000000,-267000000,2782000000,-1854000000,2807000000,1829000000,613000000,6491000000,NA,NA,"BKNG"
"77","GILD",-6.1423044488978,1.28530746640562,0.34419236452028,17.780542,0,-12.7948717948718,0.701818537428984,"Gilead Sciences, Inc.","2023-05-08 16:00:04",98080317440,4.42,4.68411,1248000000,"USD","2022-12-31",5412000000,1732000000,4777000000,1507000000,60000000,14443000000,2611000000,5980000000,2929000000,63171000000,905000000,2273000000,1414000000,22957000000,7301000000,11237000000,41962000000,1000000,15687000000,2000000,2000000,21240000000,-15968000000,8314000000,28894000000,NA,5550000000,NA,-31000000,"GILD"
"78","AMAT",11.995390399019,2.15815151104486,1.09585741811175,15.516086,0,9.64953988154005,1.28818871987687,"Applied Materials, Inc.","2023-05-08 16:00:04",97822408704,7.46,7.289502,845118016,"USD","2022-10-30",1995000000,586000000,6241000000,5932000000,461000000,15925000000,1980000000,2696000000,2086000000,26726000000,1755000000,NA,4565000000,5457000000,1409000000,7379000000,14532000000,8000000,37892000000,-34299000000,-202000000,12194000000,8155000000,3700000000,339000000,1395000000,8593000000,NA,NA,"AMAT"
"79","BLK",23.5088746432577,1.81342182890855,0.218319952310288,19.917622,646.6,27.357327766643,1.335014708856,"BlackRock, Inc.","2023-05-08 16:00:01",96409894912,32.29,2.5517783,149904992,"USD","2022-12-31",7182000000,NA,4014000000,NA,6017000000,17213000000,5044000000,2547000000,59181000000,117628000000,1202000000,NA,5876000000,6654000000,61004000000,9492000000,78843000000,2000000,29876000000,-11906000000,-1101000000,37744000000,4101000000,15341000000,18302000000,237000000,19772000000,NA,1041000000,"BLK"
"80","SYK",-34.7505862686567,1.6301761066159,0.506956779159266,42.021862,288.7,-8.29539946471096,0.882117653714878,"Stryker Corporation","2023-05-08 16:03:51",109429596160,6.86,6.466643,379608000,"USD","2022-12-31",1844000000,84000000,3565000000,3995000000,29000000,10275000000,NA,3443000000,3401000000,36884000000,1413000000,1191000000,727000000,11857000000,1751000000,6303000000,20268000000,38000000,14765000000,-221000000,-221000000,16616000000,-3149000000,14880000000,4885000000,1410000000,2034000000,NA,NA,"SYK"
"81","ADI",-25.1372328242599,2.02156751567454,0.356867989055742,27.957577,0,-7.34050615242778,1.06875656591936,"Analog Devices, Inc.","2023-05-08 16:00:04",93340000256,6.6,2.5550416,505852992,"USD","2022-10-29",1470572000,NA,1800462000,1399914000,NA,4937992000,122285000,2664301000,2399232000,50302350000,582160000,NA,1098077000,6548625000,4508468000,2442655000,13837027000,84880000,8721325000,-198152000,-198152000,36465323000,-3713217000,26913134000,13265406000,2264888000,27857270000,NA,NA,"ADI"
"82","AMT",-3.6264919875747,0.435796869548479,0.0661172562333443,64.83557,193.71,-54.4318862520087,0.891679590998882,"American Tower Corporation (REI","2023-05-08 16:00:02",91995398144,2.98,16.6546,466043008,"USD","2022-12-31",2028400000,NA,1125700000,NA,468200000,3622300000,29200000,28917200000,3685800000,67194500000,218600000,4509500000,1681100000,34132900000,4726200000,8311900000,54786000000,4800000,NA,-9121400000,-7820200000,5572400000,-25367600000,12956700000,17983300000,129200000,14689000000,NA,6836100000,"AMT"
"83","AXP",5.47406518658261,1.50606920617329,0.987635224387777,16.058762,153.39,27.9572834773986,1.3932890845368,"American Express Company","2023-05-08 16:03:11",113745600512,9.53,4.374696,743241024,"USD","2022-12-31",33052000000,318000000,166958000000,NA,544000000,201125000000,5785000000,5215000000,12297000000,228354000000,122372000000,NA,1651000000,42570000000,26711000000,133543000000,203643000000,149000000,16279000000,-3210000000,-3210000000,24711000000,20779000000,3786000000,146000000,3505000000,11493000000,NA,NA,"AXP"
"84","CVS",-2.80133749142337,0.941866467821498,0.418463302752294,23.149502,69.75,-24.873833836918,0.726932825674144,"CVS Health Corporation","2023-05-08 16:00:02",89331851264,3.01,1.2755598,1282029952,"USD","2022-12-31",12945000000,2778000000,27276000000,19090000000,3593000000,65682000000,21096000000,30745000000,7848000000,228275000000,14838000000,1719000000,22362000000,49070000000,19948000000,69736000000,156960000000,17000000,56145000000,-33323000000,-1494000000,71015000000,-31889000000,78150000000,24754000000,NA,48176000000,NA,300000000,"CVS"
