"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","shortTermInvestments","netReceivables","inventory","otherCurrentAssets","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","otherAssets","totalAssets","accountsPayable","shortLongTermDebt","otherCurrentLiab","longTermDebt","otherLiab","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","goodWill","intangibleAssets","deferredLongTermAssetCharges","capitalSurplus","minorityInterest","deferredLongTermLiab","(ticker)"
"50","NKE",2022-08-19 16:00:01,"Nike, Inc.",113.59,177498259456,3.66,30.918034,11.633597,1263650048,"USD","2022-05-31",8.574e+09,4.423e+09,4.667e+09,8.42e+09,8.68e+08,2.8213e+10,NA,7.717e+09,3.821e+09,4.0321e+10,3.358e+09,5e+08,1.7e+09,8.92e+09,2.613e+09,1.073e+10,2.504e+10,3e+06,3.476e+09,3.18e+08,3.18e+08,1.5281e+10,1.4711e+10,2.84e+08,2.86e+08,2.295e+09,1.1484e+10,NA,NA,"NKE"
"51","LOW",2022-08-19 16:03:34,"Lowe's Companies, Inc.",211.34,133368160256,12.74,16.590267,-15.797893,6.31e+08,"USD","2022-07-29",1.482e+09,4.5e+08,NA,1.9329e+10,1.406e+09,2.2667e+10,5.6e+07,2.2871e+10,1.131e+09,4.6725e+10,1.2631e+10,1.21e+08,5.735e+09,2.8763e+10,1.969e+09,2.0366e+10,5.5167e+10,3.16e+08,-8.895e+09,1.37e+08,1.37e+08,-8.442e+09,-8.442e+09,NA,NA,1.04e+08,NA,NA,NA,"LOW"
"52","RTX",2022-08-19 16:00:01,"Raytheon Technologies Corporati",93.43,137906028544,2.95,31.661016,1.9613197,1476509952,"USD","2022-06-30",4.767e+09,NA,2.223e+10,1.0142e+10,4.323e+09,4.1462e+10,NA,1.6607e+10,6.905e+09,1.59017e+11,9.732e+09,2.6e+07,1.3797e+10,3.1274e+10,1.6334e+10,3.7788e+10,8.6989e+10,3.7673e+10,5.0271e+10,-1.7503e+10,-2.964e+09,7.0441e+10,-2.0927e+10,5.3806e+10,3.7562e+10,NA,NA,1.587e+09,NA,"RTX"
"53","HON",2022-08-19 16:00:04,"Honeywell International Inc.",201.94,135789363200,7.33,27.497953,7.741291,673692032,"USD","2022-06-30",8.248e+09,4.11e+08,7.919e+09,5.576e+09,1.693e+09,2.3847e+10,7.97e+08,6.25e+09,1.0451e+10,6.2258e+10,6.245e+09,3.035e+09,2.36e+08,1.2389e+10,1.0825e+10,1.9947e+10,4.4061e+10,9.58e+08,4.3883e+10,-3.5697e+10,-2.883e+09,1.7541e+10,-3.372e+09,1.7528e+10,3.385e+09,4.91e+08,8.397e+09,6.56e+08,NA,"HON"
"54","CVS",2022-08-19 16:00:02,"CVS Health Corporation",104.07,136599961600,6.14,16.946255,1.815723,1312829952,"USD","2022-06-30",1.2116e+10,2.877e+09,2.7233e+10,1.7375e+10,2.541e+09,6.2142e+10,2.1124e+10,3.1326e+10,8.992e+09,2.30279e+11,1.3238e+10,4.019e+09,2.1298e+10,4.939e+10,1.8017e+10,6.8457e+10,1.54773e+11,1.8e+07,5.871e+10,-3.14e+10,-1.017e+09,7.5184e+10,-3.1511e+10,7.856e+10,2.8135e+10,NA,4.7856e+10,3.22e+08,NA,"CVS"
"55","COP",2022-08-19 16:00:02,"ConocoPhillips",105.11,133846376448,12.12,8.674917,2.6661594,1273030016,"USD","2022-06-30",6.909e+09,1.272e+09,8.153e+09,1.234e+09,NA,1.886e+10,8.203e+09,6.4008e+10,2.622e+09,9.3693e+10,5.845e+09,6.76e+08,4.583e+09,1.5011e+10,1.498e+10,1.2216e+10,4.3491e+10,2.1e+07,4.9093e+10,-5.9957e+10,-5.313e+09,5.0202e+10,5.0202e+10,NA,NA,NA,6.1045e+10,NA,NA,"COP"
"56","INTU",2022-08-19 16:00:04,"Intuit Inc.",465.42,130869624832,8.84,52.483032,7.7267056,282076992,"USD","2022-04-30",3.531e+09,3.73e+08,1.168e+09,NA,5.39e+08,5.858e+09,9.8e+07,1.283e+09,3.2e+08,2.8514e+10,9e+08,NA,1.678e+09,6.853e+09,6.94e+08,3.591e+09,1.1553e+10,1.7479e+10,1.3832e+10,-1.435e+10,-5.3e+07,1.6961e+10,-3.994e+09,1.3731e+10,7.224e+09,8e+06,NA,NA,NA,"INTU"
"57","SPGI",2022-08-19 16:00:01,"S&P Global Inc.",379.9,126703321088,13.26,28.651585,3.239151,333500000,"USD","2022-06-30",3.571e+09,NA,2.125e+09,NA,8e+06,6.235e+09,1.859e+09,8.89e+08,8.37e+08,6.4323e+10,3.85e+08,NA,4.001e+09,1.0776e+10,5.157e+09,4.958e+09,2.1523e+10,4.15e+08,1.7298e+10,-2.1522e+10,-8.11e+08,3.9433e+10,-1.507e+10,3.4444e+10,2.0059e+10,NA,4.3242e+10,3.367e+09,NA,"SPGI"
"58","AMGN",2022-08-19 16:00:04,"Amgen Inc.",250.65,134192791552,11.76,21.331633,55.475456,534931008,"USD","2022-06-30",5.203e+09,1.98e+09,5.327e+09,4.554e+09,2.258e+09,1.9322e+10,9.79e+08,5.158e+09,5.043e+09,5.9294e+10,1.256e+09,8.17e+08,NA,3.5705e+10,8.552e+09,1.2618e+10,5.6875e+10,3.1343e+10,-2.8252e+10,-6.72e+08,-6.72e+08,2.419e+09,-2.6373e+10,1.4865e+10,1.3927e+10,NA,NA,NA,NA,"AMGN"
"59","T",2022-08-19 16:03:09,"AT&T Inc.",18.38,131332186112,2.26,8.154867,1.1153474,7126000128,"USD","2022-06-30",4.018e+09,8.3e+07,1.5903e+10,3.241e+09,5.203e+09,3.4485e+10,5.638e+09,1.46943e+11,1.7693e+10,4.26433e+11,3.1069e+10,5.814e+09,5.844e+09,1.29771e+11,9.1875e+10,4.9189e+10,2.91126e+11,7.621e+09,2.128e+09,-1.4853e+10,2.307e+09,1.17746e+11,-1.03928e+11,9.2746e+10,1.28928e+11,NA,1.2285e+11,1.7561e+10,7.936e+09,"T"
"60","MS",2022-08-19 16:03:06,"Morgan Stanley",90,154531872768,7.4,12.163513,1.6526513,1716829952,"USD","2022-06-30",1.31286e+11,2.59243e+11,2.7577e+11,NA,1.09914e+11,9.58652e+11,1.67412e+11,NA,2.2909e+10,1.173776e+12,2.31107e+11,6.671e+09,1.12079e+11,2.22238e+11,3.71796e+11,4.7708e+11,1.071114e+12,2e+07,9.2889e+10,-2.7457e+10,-5.021e+09,9.3846e+10,6.9043e+10,1.6757e+10,8.046e+09,NA,2.8394e+10,1.066e+09,NA,"MS"
"61","AMT",2022-08-19 16:00:01,"American Tower Corporation (REI",274.51,127761735680,6.07,45.207577,18.360096,465587008,"USD","2022-06-30",2066700000,NA,1169600000,NA,489300000,3725600000,29300000,28875200000,3291600000,68116800000,194500000,3603900000,1861400000,37209800000,4826800000,7461700000,57390600000,4800000,NA,-7652900000,-6370500000,6958700000,-25236400000,12969500000,19225600000,132600000,14606800000,3767500000,NA,"AMT"
"62","MDT",2022-08-19 16:00:01,"Medtronic plc.",95.15,126227447808,3.73,25.46917,2.4056723,1328710016,"USD","2022-04-29",3.714e+09,6.859e+09,5.551e+09,4.616e+09,2.319e+09,2.3059e+10,9.14e+08,6.267e+09,4.644e+09,9.0981e+10,2.276e+09,3.724e+09,1.156e+09,2.0316e+10,4.79e+09,1.2394e+10,3.8259e+10,NA,3.025e+10,-2.265e+09,-2.265e+09,5.2551e+10,-3.546e+09,4.0502e+10,1.5595e+10,3.403e+09,2.4566e+10,1.71e+08,NA,"MDT"
"63","IBM",2022-08-19 16:00:02,"International Business Machines",138.37,124023791616,6.089,22.724585,6.4388084,896320000,"USD","2022-06-30",7.034e+09,5.24e+08,7.307e+09,1.683e+09,2.569e+09,2.7896e+10,1.678e+09,8.123e+09,1.788e+10,1.27503e+11,3.707e+09,5.751e+09,1.4529e+10,4.422e+10,2.9673e+10,3.1844e+10,1.08027e+11,5.7802e+10,1.53298e+11,-1.91691e+11,-2.2169e+10,1.9409e+10,-4.7201e+10,5.5039e+10,1.1571e+10,7.073e+09,NA,6.7e+07,8.65e+08,"IBM"
"64","ORCL",2022-08-19 16:03:28,"Oracle Corporation",78.6,209623400448,2.41,32.639004,-33.7018,2664930048,"USD","2022-05-31",2.1383e+10,5.19e+08,6.744e+09,3.14e+08,NA,3.1633e+10,NA,1.1616e+10,2.0797e+10,1.09297e+11,1.317e+09,3.749e+09,1.1774e+10,7.211e+10,2.0544e+10,1.9511e+10,1.15065e+11,2.6808e+10,-3.1336e+10,-1.692e+09,-1.692e+09,-6.22e+09,-5.1471e+10,4.3811e+10,1.44e+09,1.2782e+10,NA,4.52e+08,NA,"ORCL"
"65","GS",2022-08-19 16:00:02,"Goldman Sachs Group, Inc. (The)",348.95,119225409536,44.28,7.8877597,1.0625572,341356000,"USD","2022-06-30",2.88606e+11,4.47684e+11,3.48127e+11,NA,7.3301e+10,1.456833e+12,1.15476e+11,2.0705e+10,NA,1.601224e+12,2.79984e+11,2.6292e+10,2.54508e+11,2.58966e+11,3.31554e+11,8.89997e+11,1.482509e+12,9e+06,1.36998e+11,-8.8832e+10,3.291e+09,1.07168e+11,9.8958e+10,6.196e+09,2.014e+09,NA,5.8993e+10,8.44e+08,NA,"GS"
"66","ELV",2022-08-19 16:00:01,"Elevance Health, Inc.",521.9,120850104320,24.96,20.17388,3.375295,240000992,"USD","2022-06-30",6.456e+09,2.7337e+10,1.4321e+10,NA,5.541e+09,5.3655e+10,6.001e+09,4.691e+09,1.401e+09,1.00877e+11,2.6554e+10,2.248e+09,1.0151e+10,2.1165e+10,3.799e+09,3.9308e+10,6.501e+10,2e+06,2.8825e+10,-2.149e+09,-2.149e+09,3.5812e+10,6.83e+08,2.4367e+10,1.0762e+10,NA,9.134e+09,5.5e+07,NA,"ELV"
"67","PYPL",2022-08-19 16:00:04,"PayPal Holdings, Inc.",96.25,111669706752,1.65,58.52121,5.6471133,1156480000,"USD","2022-06-30",4.583e+09,4.723e+09,6.666e+09,NA,3.7765e+10,5.5252e+10,6.27e+09,2.474e+09,1.667e+09,7.781e+10,1.56e+08,4.18e+08,4.197e+10,1.0198e+10,2.143e+09,4.5095e+10,5.8043e+10,NA,1.6703e+10,-1.4694e+10,-5.64e+08,1.9767e+10,7.62e+09,1.1146e+10,1.001e+09,NA,1.7758e+10,NA,NA,"PYPL"
"68","SCHW",2022-08-19 16:00:01,"Charles Schwab Corporation (The",74.19,140119064576,3.05,24.216394,4.1419916,1817789952,"USD","2022-06-30",6.455e+10,5.4344e+10,1.17072e+11,NA,2.379e+09,2.38345e+11,3.65329e+11,3.67e+09,9.187e+09,6.37557e+11,1.1488e+11,NA,4.42003e+11,2.1028e+10,5.92e+08,5.7134e+11,5.93044e+11,2.1e+07,2.8174e+10,-2.1294e+10,-1.6022e+10,3.3819e+10,1.2793e+10,1.1951e+10,9.075e+09,NA,2.6918e+10,NA,NA,"SCHW"
"69","ADP",2022-08-19 16:00:04,"Automatic Data Processing, Inc.",259.9,107959631872,7,37.117146,33.520836,415516992,"USD","2022-06-30",1436300000,NA,3170600000,NA,5.0198e+10,54804900000,NA,1103500000,3526200000,63068200000,110200000,1200000,51941700000,2987100000,1326200000,55158700000,59842900000,63900000,20696300000,-19329100000,-1993700000,3225300000,-408300000,2300500000,1333100000,157400000,1794200000,NA,2579700000,"ADP"
"70","NFLX",2022-08-19 16:00:04,"Netflix, Inc.",240.5,107245297664,11.07,21.785006,5.6219697,444705984,"USD","2022-06-30",5819449000,NA,765386000,NA,887640000,7840778000,NA,3703342000,21780879000,46350935000,504278000,NA,5399709000,14233303000,3202807000,7500022000,27274961000,4316870000,15727770000,-968666000,-144476000,19075974000,6050038000,NA,13025936000,NA,NA,NA,NA,"NFLX"
"71","BLK",2022-08-19 16:00:02,"BlackRock, Inc.",714.49,107626438656,37.96,18.80532,2.9056442,150768992,"USD","2022-06-30",6.207e+09,NA,3.471e+09,NA,7.603e+09,1.7281e+10,3.975e+09,2.443e+09,6.8544e+10,1.25966e+11,1.324e+09,5e+06,7.298e+09,6.635e+09,6.9176e+10,1.0035e+10,8.7661e+10,2e+06,2.8678e+10,-1.106e+10,-1.091e+09,3.7089e+10,3.366e+09,1.5346e+10,1.8377e+10,NA,1.9469e+10,1.216e+09,NA,"BLK"
"72","CAT",2022-08-19 16:00:02,"Caterpillar, Inc.",195.6,103259004928,12.49,15.660529,6.5657415,527908992,"USD","2022-06-30",5.213e+09,6.59e+08,7.852e+09,1.5881e+10,NA,4.1982e+10,2.777e+09,7.852e+09,4.75e+09,8.1107e+10,8.092e+09,1.24e+08,4.574e+09,9.589e+09,1.0166e+10,2.8963e+10,6.5348e+10,6.464e+09,4.1263e+10,-3.2e+10,-2.499e+09,1.5727e+10,8.643e+09,6.195e+09,8.89e+08,2.121e+09,NA,3.2e+07,NA,"CAT"
"73","LMT",2022-08-19 16:03:18,"Lockheed Martin Corporation",442,116674830336,17.3,25.43526,10.161652,265152000,"USD","2022-06-26",1.775e+09,NA,1.5154e+10,3.431e+09,6.13e+08,2.0973e+10,NA,7.569e+09,9.838e+09,5.1758e+10,2.309e+09,NA,1.1235e+10,1.1644e+10,1.2203e+10,1.6479e+10,4.0326e+10,2.64e+08,1.9336e+10,-8.168e+09,-8.168e+09,1.1432e+10,-1.946e+09,1.0794e+10,2.584e+09,2.68e+09,NA,NA,NA,"LMT"
"74","C",2022-08-19 16:03:25,"Citigroup, Inc.",52.53,101890318336,7.99,6.584481,0.5659972,1936710016,"USD","2022-06-30",2.66641e+11,3.61334e+11,8.0486e+10,1.3e+07,1.7389e+10,1.066738e+12,5.13878e+11,2.8e+09,7.73365e+11,2.380904e+12,1.321848e+12,NA,1.20127e+11,2.57425e+11,8.1121e+10,1.839732e+12,2.181278e+12,3.1e+07,1.91261e+11,-1.19483e+11,-4.5495e+10,1.80019e+11,1.56496e+11,1.9597e+10,4.526e+09,NA,1.0821e+11,6.12e+08,NA,"C"
"75","DE",2022-08-19 16:00:02,"Deere & Company",369.59,112981401600,19.16,19.29332,5.906244,305636000,"USD","2022-07-31",4.359e+09,7.19e+08,4.8892e+10,9.121e+09,NA,6.3091e+10,NA,5.666e+09,6.471e+09,8.6817e+10,1.2986e+10,NA,NA,3.2132e+10,3.472e+09,3.2082e+10,6.7686e+10,1.9033e+10,NA,NA,NA,1.9033e+10,1.3998e+10,3.754e+09,1.281e+09,1.11e+09,NA,9.8e+07,NA,"DE"
"76","SBUX",2022-08-19 16:00:04,"Starbucks Corporation",86.88,99731996672,3.55,24.484507,-11.50344,1147399936,"USD","2022-07-03",3177500000,76900000,1300400000,2132900000,47100000,7067500000,649700000,14445300000,2339100000,28156200000,1489800000,999100000,3300400000,13930800000,6927500000,8402400000,36815100000,1100000,-8719700000,-6.5e+07,-6.5e+07,-8666500000,-12321100000,3451200000,203400000,1752900000,117100000,7600000,NA,"SBUX"
"77","PLD",2022-08-19 16:04:00,"Prologis, Inc.",134.44,99269877760,5,26.816,2.8763273,740377984,"USD","2022-06-30",437515000,NA,NA,NA,636664000,1099286000,8443644000,47511135000,2709752000,59763817000,1042086000,NA,7062000,18040832000,1316199000,1049148000,20889879000,7404000,NA,-1069525000,-1069525000,34511819000,34511819000,NA,NA,NA,35573940000,4298171000,NA,"PLD"
"78","AXP",2022-08-19 16:03:16,"American Express Company",162.17,121639116800,9.78,16.588959,5.2438674,749747968,"USD","2022-06-30",2.4898e+10,2.93e+08,1.52323e+11,NA,1.086e+09,1.786e+11,4.065e+09,5.093e+09,1.754e+10,2.05298e+11,1.07782e+11,NA,NA,4.0495e+10,3.1751e+10,1.09817e+11,1.82063e+11,1.51e+08,1.4751e+10,-3.143e+09,-3.143e+09,2.3235e+10,2.3235e+10,NA,NA,NA,1.1476e+10,NA,NA,"AXP"
"79","NOW",2022-08-19 16:00:02,"ServiceNow, Inc.",478.57,96204521472,0.88,541.2046,22.894915,2.02e+08,"USD","2022-06-30",1.664e+09,2.17e+09,8.53e+08,NA,3.29e+08,5.332e+09,1.839e+09,1.48e+09,1.391e+09,1.1102e+10,2.65e+08,NA,3.686e+09,1.485e+09,1.08e+08,4.743e+09,6.908e+09,NA,1.08e+08,-1e+08,-1e+08,4.194e+09,3.134e+09,8.03e+08,2.57e+08,6.42e+08,4.186e+09,NA,6.4e+08,"NOW"
"80","AMAT",2022-08-19 16:00:04,"Applied Materials, Inc.",104.46,91022548992,7.47,14.006694,7.48962,869947008,"USD","2022-07-31",2.956e+09,5.92e+08,4.956e+09,5.506e+09,1.424e+09,1.5434e+10,2.047e+09,2.194e+09,2.436e+09,2.6161e+10,4.005e+09,NA,2.828e+09,5.456e+09,1.802e+09,6.833e+09,1.4091e+10,1.207e+10,NA,NA,NA,1.207e+10,8.02e+09,3.713e+09,3.37e+08,2.436e+09,NA,NA,NA,"AMAT"
"81","BA",2022-08-19 16:00:01,"Boeing Company (The)",162.75,96743686144,-8.285,NA,-6.4942,593811008,"USD","2022-06-30",1.009e+10,1.358e+09,1.239e+10,7.9917e+10,2.086e+09,1.06e+11,9.81e+08,1.0617e+10,5.853e+09,1.35479e+11,9.575e+09,5.106e+09,5.2254e+10,5.0378e+10,1.3677e+10,8.4799e+10,1.5027e+11,5.061e+09,3.3382e+10,-6.2806e+10,-1.1487e+10,-1.4888e+10,-2.5374e+10,8.055e+09,2.431e+09,1.06e+08,9.475e+09,9.7e+07,NA,"BA"
"82","CI",2022-08-19 16:00:02,"Cigna Corporation",293.4,89392889856,16.76,17.480907,2.0154645,305116000,"USD","2022-06-30",4.421e+09,7.54e+08,1.829e+10,3.781e+09,1.0176e+10,3.7422e+10,1.6724e+10,4.104e+09,1.4552e+10,1.5263e+11,2.9228e+10,8e+07,6.939e+09,3.0949e+10,3.007e+10,4.5218e+10,1.06663e+11,4e+06,3.4626e+10,-1.8668e+10,-2.08e+09,4.5892e+10,-3.3194e+10,4.581e+10,3.4018e+10,NA,2.993e+10,7.5e+07,NA,"CI"
"83","MDLZ",2022-08-19 16:00:04,"Mondelez International, Inc.",65.47,89580453888,2.75,23.767273,3.260338,1370569984,"USD","2022-06-30",1.924e+09,NA,3.182e+09,3.038e+09,9.4e+08,9.21e+09,4.655e+09,9.379e+09,2.328e+09,6.6014e+10,6.787e+09,7.46e+08,2.545e+09,1.7861e+10,6.533e+09,1.3578e+10,3.8461e+10,NA,3.1431e+10,-3.6006e+10,-1.0638e+10,2.7511e+10,-1.2931e+10,2.2103e+10,1.8339e+10,5.51e+08,3.2086e+10,4.2e+07,NA,"MDLZ"
"84","ADI",2022-08-19 16:00:04,"Analog Devices, Inc.",171.29,86409461760,3.38,49.70414,2.3584244,514342016,"USD","2022-07-30",1524960000,NA,1742646000,1203394000,NA,4689708000,68128000,2180048000,2723507000,50346170000,545068000,NA,526901000,6252839000,5013539000,2441201000,13707579000,85725000,8175444000,-212634000,-212634000,36638591000,-4046188000,26920335000,13764444000,2297122000,28590056000,NA,NA,"ADI"
"85","MMC",2022-08-19 16:04:35,"Marsh & McLennan Companies, Inc",173.37,85721309184,6.63,25.909502,8.019982,499017984,"USD","2022-06-30",9.09e+08,NA,6.665e+09,NA,5.95e+08,8.169e+09,4.54e+08,2.607e+09,3.709e+09,3.344e+10,3.029e+09,1.311e+09,4.48e+08,1.0487e+10,3.268e+09,7.016e+09,2.2523e+10,5.61e+08,1.988e+10,-1.0792e+10,-5.363e+09,1.0693e+10,-7.808e+09,1.5963e+10,2.538e+09,5.37e+08,1.044e+09,2.24e+08,NA,"MMC"
"86","BKNG",2022-08-19 16:00:05,"Booking Holdings Inc. Common St",2085.79,82863661056,36.68,56.89531,20.935986,39706200,"USD","2022-06-30",1.1841e+10,2.5e+07,2.249e+09,NA,3.17e+08,1.4924e+10,2.381e+09,1.303e+09,1.118e+09,2.4493e+10,2.24e+09,1.283e+09,4.519e+09,8.19e+09,1.696e+09,1.0282e+10,2.0491e+10,NA,2.464e+10,-2.6916e+10,-2.52e+08,4.002e+09,-7.65e+08,2.842e+09,1.925e+09,NA,6.278e+09,NA,NA,"BKNG"
"87","GE",2022-08-19 16:00:02,"General Electric Company",77.72,85223866368,-4.538,NA,2.4600387,1096550016,"USD","2022-06-30",1.069e+10,6.745e+09,2.0477e+10,1.7553e+10,5.193e+09,6.0658e+10,3.6859e+10,1.479e+10,3.9417e+10,1.8554e+11,1.703e+10,4.811e+09,3.1906e+10,2.7571e+10,3.1971e+10,5.3883e+10,1.49598e+11,1.5e+07,8.2981e+10,-4.8353e+10,3.253e+10,3.4643e+10,8.27e+08,2.579e+10,8.026e+09,1.0956e+10,NA,1.293e+09,2.609e+09,"GE"
"88","DUK",2022-08-19 16:03:27,"Duke Energy Corporation (Holdin",113.73,87191289856,4.94,22.923077,1.8257743,769969024,"USD","2022-06-30",4.28e+08,NA,3.928e+09,3.208e+09,3.7e+09,1.1561e+10,1.55e+09,1.15073e+11,2.4896e+10,1.72383e+11,3.971e+09,3.173e+09,4.971e+09,6.3151e+10,4.0065e+10,1.6544e+10,1.20799e+11,1e+06,3.457e+09,-7.3e+07,-7.3e+07,4.7758e+10,2.8455e+10,1.9303e+10,NA,NA,4.4373e+10,1.864e+09,1.2863e+10,"DUK"
"89","TMUS",2022-08-19 16:00:04,"T-Mobile US, Inc.",146.9,183553835008,1.37,106.83941,2.6208637,1254040064,"USD","2022-06-30",3.151e+09,NA,9.822e+09,2.243e+09,1.484e+09,1.7476e+10,NA,7.3943e+10,6.038e+09,2.09463e+11,6.292e+09,2.942e+09,2.77e+09,6.8047e+10,1.4241e+10,2.0622e+10,1.39429e+11,NA,-2.207e+09,-1.311e+09,-1.295e+09,7.0034e+10,-4.1972e+10,1.2234e+10,9.9772e+10,NA,7.3552e+10,NA,1.7e+09,"TMUS"
"90","CB",2022-08-19 16:00:02,"Chubb Limited",200.96,83882360832,16.6,12.083133,1.62459,418199008,"USD","2022-06-30",7.122e+09,3.431e+09,1.2758e+10,NA,1.9136e+10,4.5803e+10,1.0942e+11,4.33e+08,1.3855e+10,1.95651e+11,8.7152e+10,1.474e+09,2.1381e+10,1.4619e+10,1.3828e+10,1.15076e+11,1.43984e+11,1.0666e+10,4.8363e+10,-1.5069e+10,-8.275e+09,5.1667e+10,3.135e+10,1.5045e+10,1.1095e+10,5.64e+08,7.707e+09,NA,NA,"CB"
"91","SO",2022-08-19 16:03:44,"Southern Company (The)",80.45,85210087424,2.83,28.32509,2.9658134,1.063e+09,"USD","2022-06-30",1.724e+09,NA,3.524e+09,2.281e+09,1.724e+09,9.781e+09,1.305e+09,9.4184e+10,1.9794e+10,1.30769e+11,2.908e+09,1.071e+09,2.771e+09,5.1399e+10,3.3164e+10,1.1487e+10,9.7514e+10,5.288e+09,1.1645e+10,-2.35e+08,-1.84e+08,2.8731e+10,2.3026e+10,5.28e+09,4.25e+08,NA,1.2033e+10,4.524e+09,1.4753e+10,"SO"
"92","MMM",2022-08-19 16:03:24,"3M Company",144.99,82706497536,7.16,20.27933,6.0184035,569603968,"USD","2022-06-30",2.722e+09,2.62e+08,4.914e+09,5.645e+09,3.83e+08,1.4514e+10,NA,1.0154e+10,2.909e+09,4.5634e+10,3.273e+09,NA,3.406e+09,1.4099e+10,7.239e+09,9.896e+09,3.1818e+10,9e+06,4.5269e+10,-3.8143e+10,-7.362e+09,1.3742e+10,-4.315e+09,1.3064e+10,4.993e+09,NA,6.607e+09,7.4e+07,NA,"MMM"
"93","MO",2022-08-19 16:03:20,"Altria Group, Inc.",45.45,81883283456,0.98,46.39796,-34.11103,1800819968,"USD","2022-06-30",2.567e+09,NA,4.3e+07,1.144e+09,3.32e+08,4.086e+09,1.259e+10,1.557e+09,9.64e+08,3.6746e+10,3.96e+08,2.634e+09,3.707e+09,2.5046e+10,5.792e+09,8.311e+09,3.9149e+10,9.35e+08,3.0252e+10,-3.9451e+10,-2.377e+09,-2.403e+09,-1.9952e+10,5.177e+09,1.2372e+10,NA,5.861e+09,NA,NA,"MO"
"94","ISRG",2022-08-19 16:00:04,"Intuitive Surgical, Inc.",224.78,80271409152,3.83,58.689297,6.676369,357111008,"USD","2022-06-30",1536100000,2909900000,9.55e+08,7.24e+08,NA,6292500000,3774300000,2109300000,1113800000,13705200000,149700000,NA,496400000,NA,447800000,1.175e+09,1622800000,4e+05,4682800000,-144200000,-144200000,1.2023e+10,11607700000,349100000,66200000,515900000,7.484e+09,59400000,NA,"ISRG"
"95","GILD",2022-08-19 16:00:04,"Gilead Sciences, Inc.",65.35,81895186432,3.28,19.92073,4.04908,1253369984,"USD","2022-06-30",4.739e+09,1.401e+09,4.118e+09,1.494e+09,1.27e+08,1.3175e+10,2.836e+09,5.299e+09,3.361e+09,6.287e+10,5.65e+08,1.021e+09,1.285e+09,2.5195e+10,8.24e+09,9.22e+09,4.2655e+10,1e+06,1.5117e+10,8.7e+07,8.7e+07,2.0236e+10,-1.7963e+10,8.314e+09,2.9885e+10,NA,5.031e+09,-2.1e+07,NA,"GILD"
"96","ZTS",2022-08-19 16:03:38,"Zoetis Inc.",169.48,79358926848,4.41,38.43991,17.343973,468139008,"USD","2022-06-30",2.652e+09,NA,1.291e+09,2.205e+09,4.03e+08,6.651e+09,3e+07,2.752e+09,2.27e+08,1.377e+10,4.3e+08,1.35e+09,3.42e+08,5.244e+09,7.34e+08,3.051e+09,9.19e+09,5e+06,8.004e+09,-4.488e+09,-7.22e+08,4.58e+09,4.7e+08,2.72e+09,1.39e+09,1.1e+08,1.059e+09,NA,NA,"ZTS"
"97","TGT",2022-08-19 16:03:32,"Target Corporation",167.01,76877815808,8.83,18.917326,7.2581906,460236000,"USD","2022-07-30",1.117e+09,NA,NA,1.532e+10,2.016e+09,1.8453e+10,NA,3.2362e+10,1.655e+09,5.247e+10,1.4891e+10,1.649e+09,NA,1.3453e+10,3.437e+09,2.2445e+10,4.1878e+10,3.8e+07,4.421e+09,-3.69e+08,-3.69e+08,1.0592e+10,1.0592e+10,NA,NA,NA,6.502e+09,NA,NA,"TGT"
"98","TJX",2022-08-19 16:04:14,"TJX Companies, Inc. (The)",66.75,77796900864,2.8,23.714287,14.494653,1171640064,"USD","2022-07-30",3531200000,NA,1220300000,7083300000,NA,11834800000,NA,14376400000,782800000,27090600000,4085500000,499600000,NA,2857100000,983700000,10147200000,2.1694e+10,5396600000,NA,NA,NA,5396600000,5.3e+09,96600000,NA,NA,NA,NA,NA,"TJX"
"99","CCI",2022-08-19 16:00:02,"Crown Castle Inc.",180.41,78007648256,3.57,50.459385,9.922335,433039008,"USD","2022-06-30",2.81e+08,NA,6.27e+08,NA,3.82e+08,1.29e+09,NA,2.1882e+10,1.932e+09,3.9013e+10,2.3e+08,7e+07,7.01e+08,2.0977e+10,2.052e+09,1.871e+09,3.1152e+10,4e+06,NA,-1.0193e+10,-1.0193e+10,7.861e+09,-6.048e+09,1.0087e+10,3.822e+09,NA,1.805e+10,NA,NA,"CCI"
"100","VRTX",2022-08-19 16:00:04,"Vertex Pharmaceuticals Incorpor",299.8,76691505152,12.55,23.827888,6.4157906,256459008,"USD","2022-06-30",8702200000,551200000,1332900000,367700000,120800000,11503500000,95800000,1418400000,1175300000,15582200000,1.98e+08,NA,238700000,NA,245200000,2556200000,3648700000,2600000,4773400000,57500000,57500000,11933500000,10544300000,1002200000,3.87e+08,1143800000,7.1e+09,NA,NA,"VRTX"
