"","Symbol","Price/Book Ratio","CurrentRatio","NetCurrentRatio","P.E.Ratio","Ask","BookPrice","Name","Trade.Time","Market.Capitalization","Earnings.Share","Price.Book","Shares.Outstanding","Currency","date","cash","netReceivables","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","goodWill","intangibleAssets","otherAssets","deferredLongTermAssetCharges","totalAssets","otherCurrentLiab","otherLiab","minorityInterest","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","capitalSurplus","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","otherCurrentAssets","accountsPayable","deferredLongTermLiab","shortLongTermDebt","shortTermInvestments","inventory","longTermDebt","X.ticker."
"55","ADPT",4.23717382380471,3.53886843515777,1.2615758578132,NA,14.57,3.3654508984066,"Adaptive Biotechnologies Corpor","2022-02-25 16:00:02",2018987904,-1.477,3.338015,141584000,"USD","2021-12-31",139065000,18809000,402748000,217145000,172940000,118972000,8526000,3013000,NA,923344000,81466000,98750000,110000,113807000,319242000,14000,-718891000,-1137000,1324006000,-1137000,603992000,476494000,NA,3307000,NA,NA,213996000,19263000,NA,"ADPT"
"56","ADSK",-14.6666470166065,0.689330074325335,0.356265387937146,98.04464,220.97,-14.9741110035908,"Autodesk, Inc.","2022-02-25 16:00:03",48310468608,2.24,56.690758,219972992,"USD","2022-01-31",1528400000,716100000,2763800000,NA,4.67e+08,3603800000,539200000,1.233e+09,740700000,8606800000,2.893e+09,1124600000,NA,4009400000,7757700000,2923100000,-1.95e+09,-1.24e+08,NA,-1.24e+08,849100000,-3293900000,NA,120800000,NA,349700000,235700000,NA,2277900000,"ADSK"
"57","ADTH",40.3897736025052,1.47277056076927,1.26596991793996,22.806452,7.12,0.17504431796977,"AdTheorent Holding Company, Inc","2022-02-25 16:00:04",606210112,0.31,4.4577556,85744000,"USD","2021-09-30",22640000,38932000,63715000,NA,362000,35778000,18200000,90000,NA,118145000,1059000,4592000,-1171000,43262000,50329000,43333000,22997000,NA,2657000,NA,68987000,15009000,836000,8260000,NA,24331000,NA,NA,2475000,"ADTH"
"58","ADTN",3.03844440078467,2.42229288293565,1.77582993181228,NA,21,6.79624075595727,"ADTRAN, Inc.","2022-02-25 16:00:04",1005241984,-0.18,2.8283796,48680000,"USD","2021-12-31",56603000,169970000,376325000,70615000,55766000,6968000,19293000,40050000,9079000,569017000,24297000,56556000,NA,155359000,211915000,357102000,NA,NA,NA,NA,357102000,330841000,215000,102489000,NA,NA,350000,139891000,NA,"ADTN"
"59","ADTX",1.26248874727533,3.43962749678685,1.87252461925127,NA,0.3873,0.289349113636364,"Aditxt, Inc.","2022-02-25 16:00:03",16073200,-1.857,0.6789963,4.4e+07,"USD","2021-09-30",5469435,6500000,12385507,NA,6222427,NA,240970,737763,NA,19586667,180940,NA,NA,3600828,6614336,24198,-43300277,-201605,56450015,NA,12972331,12731361,NA,1655976,NA,NA,NA,NA,246723,"ADTX"
"60","ADUS",-217.948469677419,2.6632809931309,0.816943063369532,33.533596,85,-0.389266295817271,"Addus HomeCare Corporation","2022-02-25 16:00:03",1351280512,2.53,2.395798,15927400,"USD","2021-09-30",152379000,135993000,299707000,NA,55038000,497919000,66332000,5919000,5919000,924915000,14358000,115000,NA,112533000,366864000,16000,181233000,NA,376802000,NA,558051000,-6200000,9079000,23167000,NA,NA,NA,NA,220707000,"ADUS"
"61","ADV",-1.18913901780148,1.68143665478954,0.320636289253852,NA,7.76,-6.52572995783812,"Advantage Solutions Inc.","2022-02-25 16:00:03",2472134400,-0.403,1.003881,318574016,"USD","2021-09-30",168028000,704119000,1056107000,121844000,65083000,2203121000,2338520000,68226000,NA,5852901000,56250000,639660000,96403000,628098000,3293785000,32000,-891785000,-9899000,3364365000,-9899000,2462713000,-2078928000,16379000,244586000,NA,14169000,NA,NA,2026027000,"ADV"
"62","ADVM",0.394310427745665,13.7339887862276,2.40575870965065,NA,1.39,3.52514122571565,"Adverum Biotechnologies, Inc.","2022-02-25 16:00:03",136431408,-1.52,0.39432624,98152096,"USD","2021-09-30",32971000,7358000,347827000,NA,137332000,NA,NA,5422000,NA,490581000,3575000,1114000,NA,25326000,144581000,10000,-613667000,-523000,960180000,-523000,3.46e+08,3.46e+08,NA,2517000,NA,NA,299734000,NA,NA,"ADVM"
"63","AEAC",-14.5283835143931,1.18867667439608,0.00385527663986742,NA,9.99,-0.876245782608696,"Authentic Equity Acquisition Co","2022-02-25 15:33:25",292800000,NA,-14.52381,2.3e+07,"USD","2021-09-30",660076,NA,968340,NA,NA,NA,NA,230050644,NA,231018984,NA,250358000,NA,814637,251172637,700,-20154353,NA,NA,NA,-20153653,-20153653,NA,186132,NA,NA,NA,NA,NA,"AEAC"
"64","AEAE",NA,0.0871534744041085,0.0871534744041085,NA,9.99,NA,"AltEnergy Acquisition Corp.","2022-02-22 15:02:12",NA,NA,-492.50003,NA,"USD","2021-09-30",48349,NA,48349,NA,NA,NA,NA,405253,NA,453602,304757,NA,NA,554757,554757,575,-126155,NA,24425,NA,-101155,-101155,NA,NA,405253,NA,NA,NA,NA,"AEAE"
"65","AEHA",-100.340968941169,185.817232640649,0.0166251518628288,NA,10.04,-0.124775377358491,"Aesther Healthcare Acquisition ","2022-02-25 13:52:15",132712872,NA,-72.194244,10600000,"USD","2021-09-30",1162203,NA,1833087,NA,NA,NA,NA,107104159,NA,108937246,NA,110250000,NA,9865,110259865,298,-42627,-1280290,NA,-1280290,-1322619,-1322619,NA,4865,3986,NA,NA,NA,NA,"AEHA"
"66","AEHR",8.44102471734129,3.38936234511937,3.23714137274144,298.83722,12.87,1.52232711666133,"Aehr Test Systems","2022-02-25 16:00:04",344917152,0.043,8.437295,26841800,"USD","2021-11-30",35031000,7391000,56077000,NA,1926000,NA,NA,182000,NA,58185000,10557000,162000,NA,16545000,17323000,268000,-74900000,-108000,115602000,-108000,40862000,40862000,NA,3386000,NA,NA,NA,13033000,NA,"AEHR"
"67","AEI",0.215399915272901,16.5222698505558,15.9896661842702,NA,0.302,1.39972199904542,"Alset EHome International Inc.","2022-02-25 16:00:02",30321252,-4.403,0.0979214,100568000,"USD","2021-09-30",67944590,2019910,147567414,NA,872944,NA,NA,26695783,NA,175136141,1881411,1,25139975,8931425,9228924,45722,-124909747,-1002213,266633480,-1002213,140767242,140767242,4996543,1137997,NA,5508665,70827974,45250,NA,"AEI"
"68","AEIS",6.64200615717419,3.13933179729726,1.22877979878289,25.065489,87.97,13.2535253891732,"Advanced Energy Industries, Inc","2022-02-25 16:00:02",3316054784,3.512,3.8080199,37669600,"USD","2021-12-31",544372000,247995000,1162234000,NA,216599000,NA,371596000,66911000,47242000,1817340000,NA,202894000,645000,370217000,945844000,870851000,NA,NA,NA,NA,870851000,499255000,29161000,193708000,NA,2e+07,2296000,338410000,372733000,"AEIS"
"69","AEMD",1.01241896419203,19.8283468512432,15.6312335426074,NA,1.4,1.34331738944199,"Aethlon Medical, Inc.","2022-02-25 16:00:03",20955152,-0.611,1.0126582,15408200,"USD","2021-12-31",20394536,131966,21210224,NA,582893,NA,2338,120811,NA,21916266,229698,NA,-141088,1069692,1356913,15410,-126544103,NA,147229134,NA,20700441,20698103,NA,234118,NA,NA,NA,NA,NA,"AEMD"
"70","AEP",2.01543324310678,0.628421061102304,0.120162798033498,18.03629,89.89,45.0869261641233,"American Electric Power Company","2022-02-25 16:00:03",45106806784,4.96,2.0106986,496390016,"USD","2021-12-31",403400000,2063100000,7809200000,1447500000,66579600000,52500000,NA,11779900000,NA,87668700000,4918600000,20572200000,2.47e+08,12426700000,64988500000,3408700000,11667100000,184800000,7172600000,184800000,22433200000,22380700000,4003300000,2054600000,5.793e+09,2153800000,220400000,989200000,31300700000,"AEP"
"71","AERC",26.2966032289192,0.578684154886684,0.578684154886684,NA,4.5,0.168843099671413,"AeroClean Technologies, Inc.","2022-02-25 16:00:03",61616544,-0.582,25.517242,13877600,"USD","2021-09-30",655780,201801,1239858,NA,2284418,NA,NA,961408,NA,4485684,NA,NA,NA,2142547,2142547,16748768,-14405631,NA,NA,NA,2343137,2343137,NA,769739,939741,NA,NA,247041,NA,"AERC"
"72","AERI",-4.96475240133926,2.33604225924421,0.649791135872355,NA,7.74,-1.53884812331732,"Aerie Pharmaceuticals, Inc.","2022-02-25 16:00:04",361811296,-3.607,-4.944984,47357500,"USD","2021-09-30",61847000,64566000,275952000,NA,74852000,NA,NA,998000,NA,351802000,79799000,55865000,NA,118128000,424678000,47000,-1199444000,-59000,1126580000,-59000,-72876000,-72876000,NA,8076000,NA,NA,105760000,30055000,228189000,"AERI"
"73","AESE",0.668789794160605,28.8850831277724,18.5415667372638,1.3710302,1.84,2.64657137236567,"Allied Esports Entertainment, I","2022-02-25 16:00:02",69281160,1.291,0.6686815,39141900,"USD","2021-09-30",95221785,338118,101571333,NA,6873533,NA,29820,625000,NA,109099686,573922,1961640,NA,3516394,5478034,3915,-94251576,226855,197642458,226855,103621652,103591832,5e+06,342185,NA,NA,NA,NA,NA,"AESE"
"74","AEY",2.01056585662211,1.41773537691586,1.12531810564211,NA,1.89,0.631662969813725,"ADDvantage Technologies Group, ","2022-02-25 16:00:04",16546957,-0.525,1.7787114,13029100,"USD","2021-12-31",1837000,8688000,18130000,NA,6083000,58000,1027000,128000,NA,25426000,913000,NA,NA,12788000,16111000,130000,8850000,NA,335000,NA,9315000,8230000,581000,6812000,NA,NA,NA,5653000,NA,"AEY"
"75","AEYE",3.52938941529928,2.78169014084507,2.6919947106093,NA,5.54,1.524342985979,"AudioEye, Inc.","2022-02-25 16:00:03",61086672,-1.148,2.9740188,11354400,"USD","2021-09-30",21953000,3798000,26465000,NA,625000,701000,2524000,49000,NA,30364000,6075000,20000,NA,9514000,9831000,1000,-66290000,NA,86822000,NA,20533000,17308000,120000,3131000,49000,NA,NA,NA,NA,"AEYE"
"76","AFAC",9210.46294145481,0.0300743558373723,0.0300743558373723,NA,9.93,0.00134765217391304,"Arena Fortify Acquisition Corp.","2022-02-25 15:21:13",214115632,NA,1655,17250000,"USD","2021-09-30",NA,NA,25000,NA,NA,NA,NA,829520,NA,854520,663571,NA,NA,831273,831273,575,-1753,NA,24425,NA,23247,23247,NA,NA,829520,NA,NA,NA,NA,"AFAC"
"77","AFAQ",-20.2502184562702,7.52918891899713,0.00479612724187981,NA,9.72,-0.59937625,"AF Acquisition Corp.","2022-02-25 09:30:04",271880000,NA,-20.229168,22400000,"USD","2021-09-30",923773,NA,1144768,NA,NA,NA,NA,224115115,NA,225259883,NA,238533867,NA,152044,238685911,560,-13426588,NA,NA,NA,-13426028,-13426028,NA,6033,NA,NA,NA,NA,NA,"AFAQ"
"78","AFBI",1.06250403345688,0.216939614514151,0.201073610021156,13.965981,16.48,14.6822977520978,"Affinity Bancshares, Inc.","2022-02-25 16:00:03",107213032,1.117,0.8956767,6872630,"USD","2021-09-30",130910000,NA,134772000,46547000,7425000,NA,18797000,582424000,3600000,789965000,NA,NA,NA,621242000,670262000,69000,56905000,-5170000,67899000,-5170000,119703000,100906000,3862000,615231000,NA,NA,NA,NA,49020000,"AFBI"
"79","AFCG",1.42324293886398,10.3089255682033,10.3089255682033,10.88559,21,13.9048647046304,"AFC Gamma, Inc.","2022-02-25 16:00:03",390547744,1.818,1.1858112,19734600,"USD","2021-09-30",69974391,233519150,303884776,NA,NA,NA,NA,NA,NA,303884776,7762675,NA,NA,29477832,29477832,163866,94754,NA,274148323,NA,274406943,274406943,391235,520591,NA,NA,NA,NA,NA,"AFCG"
"80","AFIB",0.395940217018062,8.56944062482812,2.44443572807004,NA,1.7,4.16729570098272,"Acutus Medical, Inc.","2022-02-25 16:00:03",46122284,-4.039,0.34497178,27952900,"USD","2021-09-30",58492000,4890000,155801000,4061000,19277000,12026000,5173000,1086000,NA,197424000,2279000,818000,NA,18181000,63737000,28000,-447434000,-40000,581133000,-40000,133687000,116488000,150000,6417000,NA,NA,71962000,14962000,40043000,"AFIB"
"81","AFRM",5.99111704043514,27.5557850307988,0.681384135641118,NA,39.1,8.31553050955016,"Affirm Holdings, Inc.","2022-02-25 16:00:02",11147869184,-3.317,4.496329,223766000,"USD","2021-12-31",2567401000,152045000,3055413000,2772781000,169416000,541399000,66190000,347250000,NA,6952449000,NA,310320000,NA,110881000,4484127000,3000,-1364835000,4376000,3828778000,4376000,2468322000,1860733000,274796000,45589000,NA,NA,NA,NA,3999384000,"AFRM"
"82","AGEN",82.2919495979839,2.05421265428193,0.767002581537283,148.33334,2.67,0.0324454592336452,"Agenus Inc.","2022-02-25 16:00:03",685738816,0.018,15.798817,256831008,"USD","2021-09-30",256529000,21773000,308401000,NA,81525000,24528000,8993000,14192000,NA,437639000,90148000,200269000,-6301000,150131000,402086000,2475000,-1424322000,177000,1463524000,177000,41854000,8333000,6758000,25118000,NA,542000,4999000,NA,12786000,"AGEN"
"83","AGFS",-0.32453295877381,3.0009366727754,0.422904859606583,NA,2.08,-6.19351589357732,"AgroFresh Solutions, Inc.","2022-02-25 16:00:04",105358976,-0.695,0.43963253,52417400,"USD","2021-09-30",43322000,78371000,147376000,NA,18007000,6569000,557386000,13467000,8523000,742805000,9519000,40151000,8005000,49110000,348485000,5000,-252188000,-44122000,535612000,-40237000,239307000,-324648000,NA,14255000,NA,3326000,NA,21334000,254596000,"AGFS"
"84","AGFY",1.0147606844072,5.77523254803095,5.39597124639565,NA,5.42,5.3313062309203,"Agrify Corporation","2022-02-25 16:00:04",134153392,-2.233,0.85655475,24797300,"USD","2021-09-30",44746000,12568000,132865000,6253000,4933000,632000,1463000,13152000,NA,159298000,11584000,NA,378000,23006000,24623000,20000,-45714000,NA,179991000,NA,134297000,132202000,NA,8742000,60000,NA,62261000,11658000,833000,"AGFY"
"85","AGGR",-18.8459483264283,3.9042360053596,0.00514767794956159,NA,9.75,-0.644700935483871,"Agile Growth Corp.","2022-02-25 15:59:58",376650016,NA,-18.837212,3.1e+07,"USD","2021-09-30",1022221,NA,1707502,NA,NA,NA,NA,310010115,NA,311717617,NA,331266000,NA,437346,331703346,775,-19986504,NA,NA,NA,-19985729,-19985729,NA,42923,NA,NA,NA,NA,NA,"AGGR"
"86","AGIL",-3.31842116054952,0.656040320657077,0.413618145322113,NA,5.35,-1.55194291192159,"AgileThought, Inc.","2022-02-25 16:00:04",258943040,-16.298,2.8157463,50280200,"USD","2021-09-30",3946000,50818000,63260000,NA,9935000,70431000,84077000,1564000,NA,229267000,10753000,13410000,-152000,96427000,152943000,4000,-80234000,-17109000,173815000,-17109000,76476000,-78032000,180000,20812000,NA,36588000,NA,NA,40296000,"AGIL"
"87","AGIO",1.30210618626521,17.7887707685622,7.30120539787735,1.1598297,40.43,23.7895541213622,"Agios Pharmaceuticals, Inc.","2022-02-25 16:00:04",1682288640,26.547,1.2948945,54308500,"USD","2021-12-31",203126000,4378000,1064231000,266375000,104230000,NA,NA,2900000,NA,1437736000,NA,NA,NA,59826000,145761000,71000,-238760000,-803684000,2334348000,-1198000,1291975000,1291975000,NA,16700000,NA,NA,816892000,NA,NA,"AGIO"
"88","AGLE",1.38662826578893,5.75259447816722,4.35559673832469,NA,2.9,2.06976885644769,"Aeglea BioTherapeutics, Inc.","2022-02-25 16:00:04",141548400,-1.039,1.3864734,49320000,"USD","2021-09-30",24665000,NA,117514000,NA,8813000,NA,NA,2734000,NA,129061000,5751000,1806000,NA,20428000,26980000,5000,-321363000,2000,423437000,2000,102081000,102081000,NA,1863000,NA,NA,87763000,NA,NA,"AGLE"
"89","AGNC",0.82157526921218,0.21334788332294,0.212883265926925,10.672132,13.02,15.8476056251723,"AGNC Investment Corp.","2022-02-25 16:00:03",6799356928,1.22,0.77247113,522224000,"USD","2021-12-31",9.98e+08,NA,1.2317e+10,6.002e+09,NA,5.26e+08,NA,4.9304e+10,NA,6.8149e+10,9.785e+09,NA,NA,5.7732e+10,5.7858e+10,5e+06,-5.214e+09,3.01e+08,1.371e+10,3.01e+08,8.802e+09,8.276e+09,5.27e+08,4.8e+08,NA,4.6911e+10,1.0475e+10,NA,1.26e+08,"AGNC"
"90","AGNCM",1.0523958318028,0.21334788332294,0.212883265926925,20.081966,24.7,17.319894858444,"AGNC Investment Corp. - Deposit","2022-02-25 15:55:55",8709627904,1.22,1.4535747,477832000,"USD","2021-12-31",9.98e+08,NA,1.2317e+10,6.002e+09,NA,5.26e+08,NA,4.9304e+10,NA,6.8149e+10,9.785e+09,NA,NA,5.7732e+10,5.7858e+10,5e+06,-5.214e+09,3.01e+08,1.371e+10,3.01e+08,8.802e+09,8.276e+09,5.27e+08,4.8e+08,NA,4.6911e+10,1.0475e+10,NA,1.26e+08,"AGNCM"
"91","AGNCN",1.01632612469792,0.21334788332294,0.212883265926925,20.07377,24.48,17.319894858444,"AGNC Investment Corp. - Deposit","2022-02-25 16:00:04",8411115008,1.22,1.4529814,477832000,"USD","2021-12-31",9.98e+08,NA,1.2317e+10,6.002e+09,NA,5.26e+08,NA,4.9304e+10,NA,6.8149e+10,9.785e+09,NA,NA,5.7732e+10,5.7858e+10,5e+06,-5.214e+09,3.01e+08,1.371e+10,3.01e+08,8.802e+09,8.276e+09,5.27e+08,4.8e+08,NA,4.6911e+10,1.0475e+10,NA,1.26e+08,"AGNCN"
"92","AGNCO",NA,0.21334788332294,0.212883265926925,19.950819,24.6,NA,"AGNC Investment Corp. - Deposit","2022-02-25 16:00:04",NA,1.22,1.4440819,NA,"USD","2021-12-31",9.98e+08,NA,1.2317e+10,6.002e+09,NA,5.26e+08,NA,4.9304e+10,NA,6.8149e+10,9.785e+09,NA,NA,5.7732e+10,5.7858e+10,5e+06,-5.214e+09,3.01e+08,1.371e+10,3.01e+08,8.802e+09,8.276e+09,5.27e+08,4.8e+08,NA,4.6911e+10,1.0475e+10,NA,1.26e+08,"AGNCO"
"93","AGNCP",NA,0.21334788332294,0.212883265926925,19.262295,23.79,NA,"AGNC Investment Corp. - Deposit","2022-02-25 15:59:51",NA,1.22,1.394245,NA,"USD","2021-12-31",9.98e+08,NA,1.2317e+10,6.002e+09,NA,5.26e+08,NA,4.9304e+10,NA,6.8149e+10,9.785e+09,NA,NA,5.7732e+10,5.7858e+10,5e+06,-5.214e+09,3.01e+08,1.371e+10,3.01e+08,8.802e+09,8.276e+09,5.27e+08,4.8e+08,NA,4.6911e+10,1.0475e+10,NA,1.26e+08,"AGNCP"
"94","AGRX",3.49752359550562,2.27445652173913,0.836935620336897,NA,0.32,0.0879765395894428,"Agile Therapeutics, Inc.","2022-02-25 16:00:02",37353552,-0.774,2.7230089,121396000,"USD","2021-09-30",14735000,1309000,21762000,NA,12948000,NA,NA,1972000,NA,36682000,NA,NA,NA,9568000,26002000,9000,-363760000,NA,374431000,NA,10680000,10680000,1072000,5632000,NA,NA,NA,3460000,16434000,"AGRX"
"95","AGTC",1.66909035796191,3.1254872688065,1.84363992172211,NA,1.96,1.16830105332318,"Applied Genetic Technologies Co","2022-02-25 16:00:03",83696536,-1.543,1.625,42921300,"USD","2021-12-31",72771000,NA,75368000,7937000,7594000,NA,1345000,126000,NA,92370000,449000,95000,NA,24114000,40880000,43000,-275532000,-256000,327235000,NA,51490000,50145000,NA,1674000,NA,6714000,NA,NA,13538000,"AGTC"
"96","AGYS",15.7863552359802,2.33221617745631,1.99685018351685,NA,50,2.60541467895105,"Agilysys, Inc.","2022-02-25 16:00:03",1016499200,-0.902,10.895364,24714300,"USD","2021-12-31",115122000,26585000,149614000,NA,16469000,19622000,8400000,8233000,2281000,202338000,45182000,4584000,NA,64151000,74925000,9482000,38495000,-2e+06,46436000,68000,92413000,64391000,NA,8035000,3100000,NA,NA,3256000,NA,"AGYS"
"97","AHCO",-1.29960041235137,1.3406200731475,0.210458902033579,24.179106,21.62,-12.4653707975646,"AdaptHealth Corp.","2022-02-25 16:00:02",2141883136,0.67,1.038395,132215000,"USD","2021-12-31",149627000,359896000,670058000,NA,546337000,3512567000,202231000,319291000,304193000,5250484000,74564000,380251000,NA,499812000,3183795000,2066689000,NA,NA,NA,NA,2066689000,-1648109000,NA,358384000,NA,2e+07,NA,123095000,2183552000,"AHCO"
"98","AHPA",-41.5613227429996,12.9449613937834,0.00509362661914269,NA,9.99,-0.300158869565217,"Avista Public Acquisition Corp.","2022-02-24 10:45:34",286924992,NA,-41.583332,2.3e+07,"USD","2021-09-30",362203,NA,1242315,NA,NA,NA,NA,235750000,NA,236992315,42677,243800000,NA,95969,243895969,575,-6904229,NA,NA,NA,-6903654,-6903654,NA,33292,NA,NA,NA,NA,NA,"AHPA"
"99","AHPAU",NA,0.0749452366443846,0.000956615712140892,NA,10.15,NA,"Avista Public Acquisition Corp.","2022-02-24 10:45:34",NA,NA,-42,NA,"USD","2017-12-31",125886,NA,294439,NA,NA,NA,NA,312497921,NA,312792360,3774090,303863630,NA,3928722,307792352,968,-2327773,NA,7326813,NA,5000008,5000008,NA,NA,NA,1e+05,NA,NA,NA,"AHPAU"
"100","AHPI",1.3358194379514,1.58907983628218,1.58276539912405,NA,2.89,2.10357763968965,"Allied Healthcare Products, Inc","2022-02-25 16:00:04",11278047,-0.251,1.3355513,4013540,"USD","2021-12-31",183043,2409180,11827990,NA,3510705,NA,NA,577088,577088,15915783,944734,24000,NA,7443295,7472990,52139,-19145195,-20980788,48516637,NA,8442793,8442793,472061,1356556,NA,NA,NA,8763706,NA,"AHPI"
"101","AIB",5614.39155372824,0.403844071299726,0.403844071299726,NA,9.87,Inf,"AIB Acquisition Corporation Cla","2022-02-25 10:44:12",110609128,NA,893.63635,0,"USD","2021-09-30",120522,NA,130522,NA,NA,NA,NA,212378,NA,342900,47050,NA,NA,323199,323199,215,-5299,NA,24785,NA,19701,19701,NA,3649,212378,NA,NA,NA,NA,"AIB"
"102","AIKI",0.343426256360552,54.069098949696,54.069098949696,NA,0.396,1.15046531987385,"AIkido Pharma Inc.","2022-02-25 16:00:03",35433004,-0.073,0.34356523,89681104,"USD","2021-09-30",5948000,NA,97811000,5066000,NA,NA,NA,2107000,NA,104984000,NA,NA,NA,1809000,1809000,9000,-161964000,-264000,265394000,NA,103175000,103175000,NA,1572000,NA,NA,91219000,NA,NA,"AIKI"
"103","AIMC",-4.45588706178274,2.80384153661465,0.544302027499417,103.952385,43.6,-9.79827355683029,"Altra Industrial Motion Corp.","2022-02-25 16:00:03",2834389760,0.42,1.4274038,64919600,"USD","2021-12-31",246100000,236200000,1167800000,NA,325800000,1.564e+09,1057200000,15800000,2300000,4130600000,5.9e+07,290400000,NA,416500000,2145500000,1985100000,NA,NA,NA,NA,1985100000,-636100000,377300000,173300000,NA,11100000,NA,267800000,1.401e+09,"AIMC"
"104","AINV",0.842601080177608,1.1233472732649,0.0323921702376457,7.3021,13.72,16.0930253019771,"Apollo Investment Corporation -","2022-02-25 16:00:03",863056064,1.857,0.84338856,63647200,"USD","2021-12-31",34467000,17787000,53186000,2594843000,NA,NA,NA,18187000,NA,2666216000,22999000,7218000,NA,47346000,1641940000,63000,-1055317000,NA,2079530000,NA,1024276000,1024276000,NA,NA,18187000,NA,NA,NA,1587376000,"AINV"
"105","AIP",-20.0148700325486,0.665984612866263,0.43920474991004,NA,19.14,-0.845371445757305,"Arteris, Inc.","2022-02-25 16:00:03",528832896,-0.42,-16.85259,31254900,"USD","2021-09-30",11241000,8123000,24411000,NA,5230000,2677000,3052000,5229000,NA,40599000,23707000,16527000,NA,36654000,55580000,21000,-31201000,-31000,10518000,-31000,-20693000,-26422000,NA,1531000,NA,859000,NA,NA,345000,"AIP"
"106","AIRG",4.29680860371856,1.96155664093272,1.74386030441685,NA,9.92,2.17370631587289,"Airgain, Inc.","2022-02-25 16:00:04",94289168,-0.656,1.9737955,10095200,"USD","2021-09-30",18954000,10351000,37350000,NA,5538000,10845000,14985000,474000,NA,69192000,9311000,103000,NA,19041000,21418000,105926000,-52788000,-5364000,NA,NA,47774000,21944000,NA,5891000,NA,NA,NA,6546000,NA,"AIRG"
"107","AIRS",-13.811779778369,1.6490516977669,0.195616478123214,NA,14.12,-1.0201437090449,"AirSculpt Technologies, Inc.","2022-02-25 16:00:04",783970432,NA,NA,55640200,"USD","2021-09-30",20738000,NA,21563000,NA,30225000,81734000,57041000,1682000,NA,192245000,4334000,NA,NA,13076000,110231000,82014000,NA,NA,NA,NA,82014000,-56761000,NA,1386000,NA,850000,NA,NA,82118000,"AIRS"
"108","AIRT",4.98935806957067,5.03517208863744,0.793338087597314,82.35119,39.71,5.54580371574063,"Air T, Inc.","2022-02-25 16:00:04",79605208,0.336,3.951164,2876950,"USD","2021-12-31",2576000,15283000,106796000,8785000,34323000,4227000,NA,9665000,NA,163796000,1352000,1015000,8998000,21210000,134616000,756000,22283000,-3172000,315000,-555000,20182000,15955000,9861000,7952000,NA,2962000,2630000,76446000,105836000,"AIRT"
"109","AIRTP",35.8581069257286,5.03517208863744,0.793338087597314,70.684525,23.75,5.24073550955519,"Air T, Inc. - Trust Preferred S","2022-02-25 16:00:00",572116096,0.336,3.3914037,3044420,"USD","2021-12-31",2576000,15283000,106796000,8785000,34323000,4227000,NA,9665000,NA,163796000,1352000,1015000,8998000,21210000,134616000,756000,22283000,-3172000,315000,-555000,20182000,15955000,9861000,7952000,NA,2962000,2630000,76446000,105836000,"AIRTP"
"110","AKAM",8.22996463345685,2.42988026687215,0.532173862922487,26.801527,105.75,12.7983540372671,"Akamai Technologies, Inc.","2022-02-25 16:00:03",16958130176,3.93,3.7434697,1.61e+08,"USD","2021-12-31",536725000,675926000,1920434000,1088048000,2350083000,2156254000,313225000,310629000,168342000,8138673000,93140000,135064000,NA,790341000,3608659000,4530014000,NA,NA,NA,NA,4530014000,2060535000,NA,109928000,NA,NA,541470000,NA,1976167000,"AKAM"
